smile,Tm/K,Tb/K,density/(g/cm3),flash_point/K,NHOC/(MJ/kg),Isp/s
C1CC2CC1CC1(CC1)C2,254.925,447.704,1.077,328.649,42.64658735,339.2664682
C1CC2CC3(CC3)CC2C1,254.925,447.704,1.077,328.649,42.89348214,340.2471122
C1CC2CC3(CCC3)C2C1,254.925,467.15,0.97,328.649,43.10693624,341.0926604
C1CC2CC3C1C3C21CC1,261.492,465.54999999999995,1.1,327.47,42.30391368,340.6840968
C1CC2CC3C1CC1C2C31,418.15,457.95,1.302,334.682,41.97827478,339.3703375
C1CC2CC3C4CC4C23C1,261.492,442.445,1.192,327.47,45.77230156304424,348.7356650679087
C1CC2CC3CC(C1)C2C3,379.15,460.25,0.976,335.644,43.54033995,342.8030708
C1CC2CC3CC(C1)C3C2,269.32,459.537,1.044,335.644,42.609163071289416,339.1175748447353
C1CC2CC3CC(C3)C2C1,269.32,459.537,1.044,335.644,42.87029327,340.1551284
C1CC2CC3CC1C1C2C31,275.288,458.04999999999995,1.114,334.682,41.79538298,338.6302427
C1CC2CC3CC4CC1C243,261.492,442.445,1.192,327.47,46.85936188060968,352.8524803325349
C1CC2CC3CCC2(C1)C3,254.925,467.15,0.97,328.649,42.23834508,337.6387182
C1CC2CC3CCCC3CC2C1,294.159,505.54999999999995,0.939,364.067,42.32738006,337.0992433
C1CC2CCC(C1)C1CC21,269.32,460.25,0.976,335.644,42.74229016,339.6469273
C1CC2CCC(C1)C21CC1,254.925,467.15,0.97,328.649,42.65670047,339.3066923
C1CC2CCC1C1CCC2CC1,518.15,505.54999999999995,0.939,364.067,42.89414671,339.34863
C1CC2CCC3(CC3)C2C1,254.925,467.15,0.97,328.649,42.92491947,340.3717757
C1CC2CCC3C(C1)C3C2,269.32,460.25,0.976,335.644,42.74442836,339.6554226
C1CC2CCC3CC(C1)C23,269.32,460.25,0.976,335.644,42.48632246,338.6283904
C1CC2CCC3CCCC3C2C1,294.159,380.15,0.9145,364.067,42.34822588,337.1822421
C1CC2CCCC23CCCC3C1,282.09,511.54999999999995,0.95,358.341,42.34825463,337.1823566
C1CC2CCCC2C2CCC2C1,294.159,501.748,1.059,364.067,42.98923878,339.7245729
C1CC2CCCC3C(C1)C23,269.32,460.25,0.976,335.644,43.57923209,342.95614
C1CC2CCCC3CC3CC2C1,294.159,501.748,1.059,364.067,43.07251023,340.0534421
C1CCC2(C1)CCC21CC1,238.971,351.15,0.98,321.228,43.25581665,341.6811764
C1CCC2(CC1)CC21CC1,238.971,349.15,0.98,321.228,43.458965,342.4825792
C1CCC23CCC(C2)C3C1,254.925,467.15,0.97,328.649,42.89546624,340.2549814
C1CCC23CCC2(C1)CC3,238.971,435.206,1.111,321.228,43.12369819252758,341.1589701824939
C1CCC23CCC2(CC1)C3,238.971,474.04999999999995,0.98,321.228,43.16281454,341.3136632
C1CCC23CCC2CCCC3C1,282.09,492.005,1.09,358.341,42.69788931,338.571414
C1CCC23CCCC2(C1)C3,238.971,474.04999999999995,0.98,321.228,42.51181904,338.7299828
C1CCC23CCCC2CCC3C1,282.09,511.54999999999995,0.95,358.341,43.16727962,340.4273343
C1CCC2C(C1)C1CCC21,269.32,459.537,1.044,335.644,43.3042324784351,341.87234318566215
C1CCC2C(C1)CC1CC12,269.32,460.25,0.976,335.644,42.63769168,339.2310825
C1CCC2C(C1)CC21CC1,254.925,467.15,0.97,328.649,43.22085804,341.5430781
C1CCC2C3CC(C3)C2C1,269.32,460.25,0.976,335.644,42.87312494,340.1663622
C1CCC2C3CCC(C1)C23,269.32,460.25,0.976,335.644,44.50382099,346.5751707
C1CCC2C3CCCCC2C3C1,294.159,505.54999999999995,0.939,364.067,43.05628085,339.9893713
C1CCC2CC(C1)C1CC21,269.32,460.25,0.976,335.644,42.67955033,339.3975581
C1CCC2CC2C2CCCC2C1,294.159,501.748,1.059,364.067,43.08453851,340.1009198
C1CCC2CC2CC2CC2CC1,294.159,505.54999999999995,0.939,364.067,43.60023689,342.1302764
C1CCC2CC2CCC2CC2C1,294.159,377.15,0.939,364.067,43.61736081,342.1974553
C1CCC2CC3CC3CCC2C1,294.159,501.748,1.059,364.067,42.95232331,339.5786784
C1CCC2CC3CCC2C3CC1,294.159,505.54999999999995,0.939,364.067,43.52653374,341.8409804
C1CCC2CC3CCC3CC2C1,294.159,501.748,1.059,364.067,42.80130694,338.9811892
C1CCC2CCCC(C1)CCC2,288.92,509.04999999999995,0.857,364.468,43.8284325,340.8162873
C1CCC2CCCC(CC1)CC2,288.92,509.04999999999995,0.857,364.468,43.81298362,340.7562157
C1CCC2CCCCC(C1)CC2,288.92,509.04999999999995,0.857,364.468,43.67804658,340.2310734
C1CCC2CCCCC(CC1)C2,288.92,509.04999999999995,0.857,364.468,43.38716896,339.0962823
C1CCCC2(CC1)CCCCC2,276.396,373.15,0.9021,358.882,43.13796385,338.1210375
C1CCCC2(CCC1)CCCC2,276.396,514.75,0.87,358.882,43.45996015,339.3806161
C1CCCC2CCC(CC1)CC2,288.92,509.04999999999995,0.857,364.468,43.70223772,340.3252791
C1CCCC2CCCC(CC1)C2,288.92,509.04999999999995,0.857,364.468,43.52764487,339.6447897
C1CCCC2CCCCCC2CCC1,310.886,540.664,0.991,388.593,43.62902762,339.7331332
C1CCCC2CCCCCCC2CC1,310.886,550.15,0.847,388.593,43.63325392,339.7495876
C1CCCCC2(CCCC1)CC2,276.396,514.75,0.87,358.882,43.87796358,341.0088134
C1CCCCC2CCCC2CCCC1,310.886,550.15,0.847,388.593,43.4203049,338.9195116
C1CCCCC2CCCCC2CCC1,310.886,550.15,0.847,388.593,43.32423411,338.5443612
C1CCCCCC2CC2CCCCC1,310.886,550.15,0.847,388.593,43.71745595,340.0772484
C1CCCCCC2CCC2CCCC1,310.886,550.15,0.847,388.593,43.75380487,340.2185978
C1C2C3C2C2C4C1C3C42,267.968,423.706,1.307,316.598,41.92559002,343.4413287
C1C2C3C4C1C1C2C1C34,358.15,434.84999999999997,1.411,316.598,41.4786668,341.6058965
C1C2C3C4C1C1C2C3C41,267.968,423.706,1.307,316.598,42.54949715028152,345.98731788174956
C1C2C3CC4(CC4)C1C23,246.489,442.04999999999995,1.14,309.932,42.9890675,344.4019107
C1C2CC3C1C1C(C2)C31,261.689,433.84999999999997,1.169,318.078,42.06817973,340.6931488
C1C2CC3C1CC1CCC2C13,287.737,481.04999999999995,1.072,349.74,41.511896,336.712916
C1C2CC3CC1C1CC2CC31,287.737,481.04999999999995,1.072,349.74,41.53120921,336.7912339
C1C2CC3CC1C1CC3C1C2,287.737,481.04999999999995,1.072,349.74,41.88107747,338.2068613
C1C2CC3CC1C1CCC2C31,287.737,481.04999999999995,1.072,349.74,41.4018231,336.2662058
C1C2CC3CC4CC1C3C4C2,287.737,477.135,1.161,349.74,44.53923712521924,348.7746230401284
C1C2CC3CC4CC1CC34C2,275.108,466.224,1.195,343.269,45.289156105330825,351.6985721290704
C1CC12C1(CC1)C21CC1,210.387,459.25,1.16,291.807,44.21256998,349.2685007
C1CC12C1C3C1C1C3C12,253.434,444.34999999999997,1.35,308.163,42.9495385,347.6099626
C1CC2(C1)CC1(CC1)C2,221.34,350.65,1,303.075,43.77943674,344.3590266
C1CC2(CC2)C2(C1)CC2,221.34,450.65,1,303.075,43.2864583,342.4147098
C1CC23CCC4CC42CC1C3,261.294,495.15,1.07,336.436,42.05076461,338.8913153
C1CC23CCCC2(C1)CCC3,254.718,496.34999999999997,0.97,337.521,42.24061735,337.1580672
C1CC2C1C1CC2C2CCC21,287.737,481.04999999999995,1.072,349.74,42.66817483,341.370135
C1CC2C1CC1C3CCC3C21,287.737,477.135,1.161,349.74,44.24383884627737,347.6161072404211
C1CC2C34CCCCC23C4C1,261.294,495.15,1.07,336.436,42.6032711,341.1104025
C1CC2C3C4CC4CCC23C1,275.108,466.224,1.195,343.269,43.25461307,343.7080522
C1CC2C3CC1C1CC2C3C1,452.15,481.04999999999995,1.072,349.74,41.9405749,338.4470091
C1CC2C3CC1CC2C1CC31,287.737,477.135,1.161,349.74,41.99614242,338.671141
C1CC2C3CC3C3CCC1C23,287.737,481.04999999999995,1.072,349.74,42.58690357,341.0448715
C1CC2C3CC4C(C13)C24,238.14999999999998,425.15,1,318.078,41.6033341,338.8056219
C1CC2C3CCC(CC3)C2C1,282.262,483.45,0.955,350.455,42.2658437,337.2587286
C1CC2C3CCC1C1CC1C23,287.737,481.04999999999995,1.072,349.74,42.75233157,341.7066205
C1CC2C3CCC4C1C2CC43,287.737,481.04999999999995,1.072,349.74,41.6357767,337.2149547
C1CC2C3CCC4C2C4C3C1,287.737,477.135,1.161,349.74,41.9529134,338.4967894
C1CC2C3CCC4C3CC1C24,287.737,481.04999999999995,1.072,349.74,41.56765825,336.9389905
C1CC2C3CCC4CC4C23C1,275.108,466.224,1.195,343.269,43.3279714,343.9993872
C1CC2CC(C1)C1CCC2C1,282.262,483.45,0.955,350.455,42.44725179,337.9817232
C1CC2CC(C1)C1CCCC21,282.262,483.45,0.955,350.455,42.47985879,338.1115132
C1CC2CC1C13CCC21CC3,261.294,454.75,1.232,336.436,42.90204867366628,342.30441967137153
C1CC2CC1C1C3CCC3C21,287.737,477.135,1.161,349.74,44.80287747808527,349.80534786567233
C1CC2CC1C1CC3CC3C21,287.737,481.04999999999995,1.072,349.74,42.14558524,339.2731846
C1CC2CC23C2CCC3C1C2,275.108,466.224,1.195,343.269,42.29805159,339.8863099
C1CC2CC2C2CC2C2CC12,287.737,481.04999999999995,1.072,349.74,43.41413205,344.3412506
C1CC2CC3(C1)CCCC2C3,269.132,470.955,1.086,344.159,43.15592224,340.7914012
C1CC2CC3(CCCC3)C2C1,269.132,489.84999999999997,0.96,344.159,42.70592118,339.0099728
C1CC2CC3(CCCC3C1)C2,269.132,470.955,1.086,344.159,42.80058103,339.3854813
C1CC2CC3C4CCC2C43C1,275.108,466.224,1.195,343.269,42.24834353,339.6865365
C1CC2CC3CC1CC(C2)C3,532.15,483.45,0.955,350.455,42.15209469,336.8045949
C1CC2CC3CC4CCC1C243,275.108,466.224,1.195,343.269,43.727512312351735,345.5818110960988
C1CC2CC3CCC(C3)C2C1,282.262,483.45,0.955,350.455,42.29429405,337.3722188
C1CC2CC3CCC2(C1)CC3,269.132,489.84999999999997,0.96,344.159,42.27202277,337.2833806
C1CC2CC3CCC2C(C1)C3,282.262,483.45,0.955,350.455,42.13920558,336.7530975
C1CC2CC3CCC4C3C24C1,275.108,466.224,1.195,343.269,41.97291345,338.5774649
C1CC2CC3CCC4CC1C423,275.108,488.04999999999995,1.07,343.269,42.45887699,340.5318537
C1CC2CC3CCCC3(C1)C2,269.132,489.84999999999997,0.96,344.159,42.35305999,337.6065189
C1CC2CCC(C1)C1CCC21,282.262,483.45,0.955,350.455,42.78484864,339.3231009
C1CC2CCC3(C1)CCCC23,269.132,470.955,1.086,344.159,42.44971084,337.9915131
C1CC2CCC3(CC3)CC2C1,269.132,470.955,1.086,344.159,42.70029748,338.9876509
C1CC2CCC3C(C1)CCC23,282.262,481.642,1.054,350.455,46.17658797786798,352.5164166903161
C1CC2CCC3C1CC1C2C31,287.737,477.135,1.161,349.74,42.00924212,338.7239571
C1CC2CCC3CC(C1)C2C3,282.262,483.45,0.955,350.455,42.84704121,339.5696334
C1CC2CCC3CC3C(C1)C2,282.262,481.642,1.054,350.455,43.78649658,343.2721153
C1CC2CCC3CCC(C1)C23,282.262,483.45,0.955,350.455,42.38137412,337.7193494
C1CC2CCC3CCC2(C1)C3,269.132,489.84999999999997,0.96,344.159,42.30613176,337.4194289
C1CC2CCCC(C1)C21CC1,269.132,489.84999999999997,0.96,344.159,42.76727543,339.2534079
C1CC2CCCC2C2CCCC2C1,305.167,520.187,1.061,376.679,42.52899841,337.5602567
C1CC2CCCC3CC(C1)C23,282.262,483.45,0.955,350.455,42.67616446,338.8918442
C1CCC2(C1)C1CCC2CC1,269.132,489.84999999999997,0.96,344.159,42.44461109,337.9712099
C1CCC2(C1)CC1CCC2C1,269.132,349.15,0.934,344.159,42.43259522,337.9233675
C1CCC2(C1)CCCC1CC12,269.132,489.84999999999997,0.96,344.159,42.81476254,339.4417025
C1CCC2(C1)CCCC21CC1,254.718,496.34999999999997,0.97,337.521,42.87862824,339.6947765
C1CCC2(CC1)C1CCCC12,269.132,489.84999999999997,0.96,344.159,42.6990924,338.9828675
C1CCC2(CC1)CC21CCC1,254.718,358.15,0.97,337.521,43.1339828,340.704765
C1CCC2(CC1)CCC21CC1,254.718,368.15,0.97,337.521,43.14739585,340.7577341
C1CCC23CC(CCC2C1)C3,269.132,470.955,1.086,344.159,42.61561009,338.6513275
C1CCC23CCC(CC2)C3C1,269.132,489.84999999999997,0.96,344.159,42.43654229,337.9390839
C1CCC23CCC(CC2C1)C3,269.132,489.84999999999997,0.96,344.159,42.34907799,337.5906478
C1CCC23CCC2(CC1)CC3,254.718,496.34999999999997,0.97,337.521,43.31822021,341.4316128
C1CCC23CCCC(C2)C3C1,269.132,489.84999999999997,0.96,344.159,42.83577284,339.5249787
C1CCC23CCCC2(C1)CC3,254.718,496.34999999999997,0.97,337.521,42.65918156,338.8244068
C1CCC23CCCC2(CC1)C3,254.718,459.729,1.119,337.521,42.73803566,339.1374151
C1CCC23CCCC2C(C1)C3,269.132,489.84999999999997,0.96,344.159,43.02095336,340.2580763
C1CCC23CCCC2CCCC3C1,294.0,511.235,1.09,371.426,42.51230606,337.4940051
C1CCC23CCCCC2(C1)C3,254.718,496.34999999999997,0.97,337.521,42.65125248,338.7929167
C1CCC23CCCCC2CCC3C1,294.0,511.235,1.09,371.426,42.4910543,337.4096385
C1CCC2C(C1)C1CCCC21,282.262,483.45,0.955,350.455,42.80110848,339.3875725
C1CCC2C(C1)C21CCCC1,269.132,489.84999999999997,0.96,344.159,42.75894467,339.2203642
C1CCC2C(C1)CC1CC2C1,282.262,481.642,1.054,350.455,42.83483324,339.5212549
C1CCC2C(C1)CC1CCC12,282.262,481.642,1.054,350.455,42.77377589,339.2791895
C1CCC2C(C1)CC21CCC1,269.132,489.84999999999997,0.96,344.159,43.23662762,341.1099073
C1CCC2C(C1)CCC1CC12,282.262,483.45,0.955,350.455,42.87187633,339.6680303
C1CCC2C(C1)CCC21CC1,269.132,470.955,1.086,344.159,42.711737,339.0330557
C1CCC2C3CCC(C1)C2C3,282.262,483.45,0.955,350.455,42.84742544,339.571156
C1CCC2C3CCC(C3)C2C1,282.262,357.15,0.955,350.455,42.35866973,337.6288764
C1CCC2C3CCC2C(C1)C3,282.262,483.45,0.955,350.455,43.62202945,342.626824
C1CCC2C3CCCC(C1)C23,282.262,483.45,0.955,350.455,43.83960739,343.4802381
C1CCC2C3CCCCC2C3CC1,305.167,526.65,0.925,376.679,43.10024973,339.8197565
C1CCC2CC3(CC3)CC2C1,269.132,470.955,1.086,344.159,42.70225355,338.9954152
C1CCC2CC3CC(C1)C2C3,282.262,483.45,0.955,350.455,42.52250812,338.2812008
C1CCC2CC3CCCC3C2CC1,305.167,520.187,1.061,376.679,42.71505429333463,338.2978302992186
C1CCC2CC3CCCC3CC2C1,277.15,527.15,0.925,376.679,42.5988172,337.8372252
C1CCC2CC3CCCCC3C2C1,330.15,533.15,1.012,376.679,42.50534773,337.4663838
C1CCC2CCC(C1)C1CC21,282.262,483.45,0.955,350.455,42.91988738,339.8581696
C1CCC2CCC3CCCC23CC1,294.0,532.3499999999999,0.94,371.426,43.05322506,339.6343251
C1CCC2CCCC(CC1)CCC2,300.312,530.05,0.852,376.941,43.92102549,341.010026
C1CCC2CCCC23CCCC3C1,294.0,511.235,1.09,371.426,42.66087702,338.0832237
C1CCC2CCCCC(C1)CCC2,300.312,530.05,0.852,376.941,43.90372217,340.9428465
C1CCC2CCCCCC(CC1)C2,300.312,530.05,0.852,376.941,43.83514921,340.6764842
C1CCCC2(CC1)CC21CC1,254.718,496.34999999999997,0.97,337.521,43.49880745,342.1425615
C1CCCC2(CC1)CCCCCC2,288.756,535.45,0.87,371.806,43.26573752,338.4565846
C1CCCC2(CCC1)CCCCC2,288.756,515.107,1.017,371.806,43.312990579311155,338.64135834864607
C1CCCC23CCC2(CC1)C3,254.718,496.34999999999997,0.97,337.521,43.3515782,341.5630504
C1CCCC2C(CC1)C21CC1,269.132,489.84999999999997,0.96,344.159,43.66401161,342.7916576
C1CCCC2CC2CC2CC2CC1,305.167,526.65,0.925,376.679,43.48830032,341.3461023
C1CCCC2CCC(CCC1)CC2,300.312,530.05,0.852,376.941,43.67947754,340.0710243
C1CCCC2CCCC(CCC1)C2,300.312,530.05,0.852,376.941,43.54297195,339.5392194
C1CCCCC2CCC(CCC1)C2,300.312,530.05,0.852,376.941,43.48822418,339.3256963
C1CCCCC2CCCCC2CCCC1,320.753,556.246,0.991,399.536,43.40910806,338.7538597
C1CCCCC2CCCCCC2CCC1,320.753,556.246,0.991,399.536,43.58405966,339.4358126
C1CCCCCC2CCCC2CCCC1,320.753,356.15,0.843,399.536,43.45313561,338.9256062
C1CCCCCCC2CC2CCCCC1,320.753,569.55,0.843,399.536,43.67373936,339.7848491
C1C2C1C1C2C2C3CC3C12,281.024,449.456,1.309,333.557,42.42986455701021,344.1367929718946
C1C2C1C1C3CC4C2C4C31,281.024,457.95,1.302,333.557,43.37483598,347.94789
C1C2C3C4CC5C3C1C5C24,281.024,457.95,1.302,333.557,41.43548585,340.0803213
C1C2C3CC4C1C1C2C3C41,281.024,449.456,1.309,333.557,41.8594079104916,341.8155571444636
C1C2C3CC4C2C2C1C3C42,407.15,457.95,1.302,333.557,41.47798525,340.2546827
C1C2CC34CC1CC3(C2)C4,246.27,473.34999999999997,1.11,319.807,42.322895,340.7605189
C1C2CC3C4C1C1C2C3C41,281.024,449.456,1.309,333.557,41.99363533911489,342.3631556847941
C1C2CC3CC1C1C(C2)C31,453.15,458.04999999999995,1.114,334.682,41.68227318,338.171719
C1C2CC3CC1C1CC2CC3C1,299.217,503.04999999999995,1.04,363.546,41.62550638,336.5420735
C1C2CC3CC1C1CCC3C1C2,426.15,503.04999999999995,1.04,363.546,41.43957511,335.7896055
C1CC12CC1(CC1)C21CC1,229.295,481.15,1.11,311.633,43.61128699,345.9083446
C1CC2(C1)CC1(CCC1)C2,238.971,474.04999999999995,0.98,321.228,43.68287894,343.3637334
C1CC2(CC2)CC2(C1)CC2,238.971,474.04999999999995,0.98,321.228,43.10982183,341.1040766
C1CC23CC1CC2C1CCC3C1,287.572,509.54999999999995,1.04,357.674,42.04489564,338.2332049
C1CC23CC4CC2C3(C1)C4,246.27,473.34999999999997,1.11,319.807,41.8700843,338.9327263
C1CC2C1C1CCC1C1CCC21,299.217,503.04999999999995,1.04,363.546,43.14743558,342.6392382
C1CC2C1C1CCC2C2CCC21,299.217,503.04999999999995,1.04,363.546,42.60904835,340.4948273
C1CC2C3C1C1C2C2C3C12,281.024,457.95,1.302,333.557,41.710928,341.20879
C1CC2C3C4C1C1C2C1C43,281.024,457.95,1.302,333.557,41.37168713,339.8184075
C1CC2C3C4C1C1C2C3C41,281.024,449.456,1.309,333.557,42.587971843164105,344.777378811772
C1CC2C3CC1C1C(C3)C21,275.288,458.04999999999995,1.114,334.682,41.7578231,338.4780516
C1CC2C3CC1C1CC3CCC12,378.65,503.04999999999995,1.04,363.546,41.76761111,337.1160422
C1CC2C3CC4C(C3)C24C1,261.492,465.54999999999995,1.1,327.47,41.9877537,339.4086512
C1CC2C3CC4C(CC13)C24,275.288,458.04999999999995,1.114,334.682,41.66418734,338.0983451
C1CC2C3CC4C(CC24)C13,275.288,458.04999999999995,1.114,334.682,41.93412579,339.1918309
C1CC2C3CC4CCC2C4C3C1,299.217,497.634,1.16,363.546,41.75145512,337.0508366
C1CC2C3CCC3C3C1CCC23,299.217,497.634,1.16,363.546,42.2777294,339.168436
C1CC2C3CCC4C1C2CCC43,299.217,503.04999999999995,1.04,363.546,41.9316938,337.7775678
C1CC2C3CCC4CC3C2CC14,299.217,503.04999999999995,1.04,363.546,42.21485206,338.9161289
C1CC2CC(C1)C1(CC1)C2,254.925,338.15,0.93,328.649,42.65069039,339.2827883
C1CC2CC(C1)C1CCC2CC1,294.159,505.54999999999995,0.939,364.067,42.61577117,338.2456808
C1CC2CC(C1)C1CCCC1C2,294.159,505.54999999999995,0.939,364.067,42.54479955,337.963909
C1CC2CC(C1)C1CCCC2C1,294.159,505.54999999999995,0.939,364.067,42.5470838,337.9729816
C1CC2CC(C1)C1CCCCC21,294.159,501.748,1.059,364.067,42.34041469,337.1511438
C1CC2CC1C1CCC2C12CC2,287.572,509.54999999999995,1.04,357.674,42.43302737,339.7907954
C1CC2CC1CC1CCC(C1)C2,294.159,505.54999999999995,0.939,364.067,43.43032351,341.462972
C1CC2CC2C2CC2CC2CC12,299.217,503.04999999999995,1.04,363.546,43.44898159,343.8344611
C1CC2CC34CC3CCC4C2C1,287.572,487.705,1.194,357.674,42.28561817,339.2000779
C1CC2CC3C4C(C2C1)C34,275.288,454.554,1.156,334.682,42.66383554,342.130298
C1CC2CC3CCC(CC3)C2C1,294.159,501.748,1.059,364.067,42.50633462,337.8110972
C1CC2CC3CCC1CC(C2)C3,565.15,505.54999999999995,0.939,364.067,42.52464061,337.883831
C1CC2CC3CCC4CC1C2C43,299.217,497.634,1.16,363.546,42.95566615961301,341.8769576995273
C1CC2CC3CCCC(C1)C3C2,294.159,501.748,1.059,364.067,42.74047868,338.7402274
C1CC2CCC(C1)C1CCCC21,294.159,501.748,1.059,364.067,42.43528313,337.5286449
C1CC2CCC(C1)C21CCCC1,282.09,492.005,1.09,358.341,42.4567008,337.6138118
C1CC2CCC1C13CCC21CC3,274.927,477.312,1.229,351.506,43.74794973545567,345.0153785815848
C1CC2CCC3(C1)CCCC3C2,282.09,492.005,1.09,358.341,42.48149215,337.7123673
C1CC2CCC3C(C1)CCC3C2,294.159,501.748,1.059,364.067,42.65941161,338.4188258
C1CC2CCC3CC4CCC1C243,287.572,509.54999999999995,1.04,357.674,43.11617156,342.51508
C1CC2CCC3CCC(C1)C2C3,294.159,505.54999999999995,0.939,364.067,43.29093607,340.9145775
C1CC2CCC3CCC(C1)C3C2,294.159,501.748,1.059,364.067,42.71453722,338.6374121
C1CC2CCC3CCC3C(C1)C2,294.159,505.54999999999995,0.939,364.067,42.85096951,339.177793
C1CC2CCC3CCCC3(C1)C2,282.09,511.54999999999995,0.95,358.341,42.31413457,337.046495
C1CC2CCC3CCCC3CCC2C1,315.41,556.05,1.02,388.443,42.85055813,338.5425447
C1CC2CCCC(C1)C1CCC21,294.159,505.54999999999995,0.939,364.067,43.02580282,339.8690167
C1CC2CCCC2CC2CCCC2C1,315.41,546.8499999999999,0.914,388.443,42.80209456,338.3510464
C1CC2CCCC3CCC(C1)C23,294.159,501.748,1.059,364.067,42.34094182685531,337.15324256996524
C1CCC2(C1)CC1(CC1)C2,238.971,435.206,1.111,321.228,43.24576132655898,341.64146018839295
C1CCC2(C1)CC1CCC2CC1,282.09,511.54999999999995,0.95,358.341,42.44018388,337.5481346
C1CCC2(C1)CCCC21CCC1,268.944,481.816,1.122,352.333,42.9150340348496,339.4312429120334
C1CCC2(C1)CCCCC21CC1,268.944,517.75,0.95,352.333,42.85438149,339.1912961
C1CCC2(CC1)C1CCC2CC1,282.09,511.54999999999995,0.95,358.341,42.49660337,337.7724263
C1CCC2(CC1)C1CCCCC12,282.09,511.54999999999995,0.95,358.341,42.94620214,339.5544807
C1CCC2(CC1)CC1CCC2C1,371.15,237.74999999999997,0.9468,358.341,42.64431316,338.3589322
C1CCC2(CC1)CC1CCCC12,282.09,511.54999999999995,0.95,358.341,42.89462271,339.3505129
C1CCC2(CC1)CCCC21CC1,268.944,517.75,0.95,352.333,43.01665939,339.832902
C1CCC2(CC2)C2(C1)CC2,238.971,274.13,0.98,321.228,43.12372977,341.1590951
C1CCC23C4CCC2(C1)C43,246.27,429.64,1.229,319.807,42.546787884548436,341.6606607447164
C1CCC23CCC(CC2)CC3C1,282.09,492.005,1.09,358.341,42.26166062,336.8374437
C1CCC23CCC(CCC2C1)C3,282.09,511.54999999999995,0.95,358.341,42.2197773,336.6704914
C1CCC23CCC4CCC42C3C1,274.927,477.312,1.229,351.506,43.26229991,343.0950112
C1CCC23CCCC(CC2)C3C1,282.09,511.54999999999995,0.95,358.341,42.41024897,337.4290698
C1CCC23CCCC(CC2C1)C3,282.09,511.54999999999995,0.95,358.341,42.48104488,337.7105895
C1CCC23CCCC2(C1)CCC3,268.944,517.75,0.95,352.333,42.44144261,337.5531402
C1CCC23CCCC2(CC1)CC3,268.944,517.75,0.95,352.333,42.73139915,338.7042455
C1CCC23CCCC2C(C1)CC3,282.09,492.005,1.09,358.341,42.97332566,339.6616899
C1CCC23CCCC2CC(C1)C3,282.09,492.005,1.09,358.341,42.42671796,337.4945797
C1CCC23CCCCC2(C1)CC3,268.944,364.15,0.95,352.333,42.79652436,338.96225
C1CCC23CCCCC2CCCC3C1,305.02,552.3499999999999,0.93,383.588,42.56569549,337.415384
C1CCC2C(C1)C1C3C2C13,275.288,458.04999999999995,1.114,334.682,43.01082942,343.5187891
C1CCC2C(C1)C1CCCCC21,418.15,338.15,0.939,364.067,42.77681909,338.884205
C1CCC2C(C1)CC1CCC2C1,294.159,505.54999999999995,0.939,364.067,42.3583373,337.222494
C1CCC2C(C1)CC1CCCC12,294.159,505.54999999999995,0.939,364.067,42.22263981,336.6819044
C1CCC2C(C1)CC21CCCC1,282.09,511.54999999999995,0.95,358.341,42.82905024,339.0910332
C1CCC2C(C1)CCC1CCC12,294.159,501.748,1.059,364.067,42.80654635,339.0019363
C1CCC2C(C1)CCC21CCC1,282.09,492.005,1.09,358.341,42.74831862,338.7712937
C1CCC2C(C1)CCCC1CC12,294.159,501.748,1.059,364.067,43.28235813,340.8808004
C1CCC2C(C1)CCCC21CC1,282.09,492.005,1.09,358.341,42.92971717,339.4893052
C1CCC2C(CC1)C1CCCC21,294.159,505.54999999999995,0.939,364.067,42.69541657,338.5616101
C1CCC2C3CCC(C3)C2CC1,294.159,505.54999999999995,0.939,364.067,42.56537381,338.0456172
C1CCC2C3CCC(CC3)C2C1,294.159,377.15,0.9621,364.067,42.47927499,337.7035544
C1CCC2C3CCC2(CC1)CC3,282.09,492.005,1.09,358.341,42.57505073,338.0840411
C1CCC2C3CCCC(C1)CC23,294.159,501.748,1.059,364.067,43.37499024,341.2453788
C1CCC2CC(C1)C1CCC2C1,294.159,505.54999999999995,0.939,364.067,42.77397576,338.8729421
C1CCC2CC(C1)CC1CC1C2,294.159,505.54999999999995,0.939,364.067,44.01023659,343.7351425
C1CCC2CC3(CCC2C1)CC3,282.09,511.54999999999995,0.95,358.341,42.87074187,339.256036
C1CCC2CC3(CCC3)C2CC1,282.09,511.54999999999995,0.95,358.341,43.25489595,340.7726406
C1CCC2CC3(CCC3)CC2C1,282.09,492.005,1.09,358.341,42.87976707,339.2917444
C1CCC2CC34CC3C4CC2C1,287.572,487.705,1.194,357.674,42.84197266,341.4242242
C1CCC2CC3CC(C3)CC2C1,294.159,501.748,1.059,364.067,42.87373218,339.2678676
C1CCC2CC3CCC2(CC1)C3,282.09,492.005,1.09,358.341,42.53792761,337.9366135
C1CCC2CC3CCCC3CC2CC1,315.41,546.8499999999999,0.914,388.443,42.68633867,337.8932108
C1CCC2CC3CCCC3CCC2C1,315.41,537.215,1.059,388.443,42.71563239,338.0091314
C1CCC2CC3CCCCC3C2CC1,315.41,546.8499999999999,0.914,388.443,42.56414281,337.4092299
C1CCC2CC3CCCCC3CC2C1,374.15,576.15,0.8729,388.443,42.56238273,337.4022537
C1CCC2CCC(C1)C1CCC21,294.159,505.54999999999995,0.939,364.067,43.13434484,340.2974437
