smile,Tm/K,Tb/K,density/(g/cm3),flash_point/K,NHOC/(MJ/kg),Isp/s
C1CCC2CCC2C2CCCCC2C1,315.41,537.215,1.059,388.443,43.11443353,339.5833239
C1CCC2CCC3C(C1)CCC23,294.159,501.748,1.059,364.067,42.62553117,338.2844117
C1CCC2CCC3CCC(C1)C23,294.159,505.54999999999995,0.939,364.067,42.60661818,338.2093548
C1CCC2CCC3CCCC3C2CC1,315.41,537.215,1.059,388.443,42.72203144,338.0344483
C1CCC2CCC3CCCCC3C2C1,268.15,580.15,1.080,388.443,42.39044076,336.7200513
C1CCC2CCCC2CC2CC2CC1,315.41,537.215,1.059,388.443,43.13955217,339.6822309
C1CCC2CCCC3CCCC23CC1,305.02,528.934,1.088,383.588,42.71786727,338.0179736
C1CCC2CCCCC(C1)CCCC2,310.886,550.15,0.847,388.593,43.92404527,340.8798286
C1CCCC23CCC2(CC1)CC3,268.944,481.816,1.122,352.333,43.39469551,341.3228839
C1CCCC2CC2CCC2CC2CC1,315.41,358.15,0.914,388.443,43.5142989,341.1544245
C1CCCCC2CCC(CCC1)CC2,310.886,550.15,0.847,388.593,43.5763946,339.5281484
C1CCCCC2CCC(CCCC1)C2,310.886,550.15,0.847,388.593,43.49421796,339.2078552
C1CCCCC2CCCC(CCC1)C2,310.886,550.15,0.847,388.593,43.64767467,339.8057264
C1CCCCCC2(CCCCC1)CC2,313.95,555.3499999999999,0.87,383.84,43.91653513,340.8506855
C1C2C1C1C3CC3C2C2CC21,293.017,480.34999999999997,1.226,348.887,42.92278747,345.0332571
C1C2C1C1C3CCC4C2C1C43,293.017,472.534,1.304,348.887,46.83149311221418,360.4010114431617
C1C2C3CC4C5CC3C1C5C24,293.017,480.34999999999997,1.226,348.887,41.07046792,337.5062537
C1C2CC3(CC12)CC1CC1C3,275.108,488.04999999999995,1.07,343.269,44.09862333,347.0451719
C1C2CC34CCC3(C2)CC1C4,261.294,454.75,1.232,336.436,44.173234970452,347.33863534470277
C1C2CC3CC1C14CC31C4C2,267.589,496.04999999999995,1.22,335.197,41.97238412,341.1919832
C1C2CC3CC1CC1C(C2)C31,287.737,480.15,1.072,349.74,41.74301723,337.6489547
C1CC12CC21CC12CC21CC1,236.842,512.3499999999999,1.23,319.794,44.04459156,349.5129667
C1CC23CC4CC4CC2(C1)C3,261.294,454.75,1.232,336.436,42.40378388,340.3108511
C1CC23CCC4C(CC2)C43C1,261.294,454.75,1.232,336.436,41.99326754,338.6595488
C1CC2C(C1)C1C3CC3CC21,287.737,477.135,1.161,349.74,42.43606228,340.4403513
C1CC2C(C1)C1C3CCC2C31,287.737,481.04999999999995,1.072,349.74,42.32395361,339.9903619
C1CC2C(C1)C1CC2C2CC12,287.737,481.04999999999995,1.072,349.74,42.25930481,339.7305992
C1CC2C3(CC3)CC1C21CC1,261.294,495.15,1.07,336.436,42.69905824,341.4936553
C1CC2C3C1C1CC3C3C1C23,293.017,480.34999999999997,1.226,348.887,41.32216371,338.5388588
C1CC2C3C4CC1C1C2C1C43,383.15,482.25,1.438,348.887,41.65775811,339.9107861
C1CC2C3C4CC1CC(C4)C23,397.15,481.04999999999995,1.072,349.74,42.28014042,339.8143396
C1CC2C3CC1C1CC(C3)C21,287.737,480.34999999999997,1.226,349.74,41.81626935,337.945084
C1CC2C3CC3C(C1)C1CC21,287.737,481.04999999999995,1.072,349.74,42.84664942,342.0833401
C1CC2C3CC3C3CC2(C1)C3,275.108,466.224,1.195,343.269,42.56107237,340.9414249
C1CC2C3CC4CC3C2(C1)C4,275.108,466.224,1.195,343.269,41.96577942,338.5486901
C1CC2C3CC4CCCC3C4C2C1,309.867,516.403,1.156,376.311,41.91329991,337.1735538
C1CC2C3CCC3C3C(C1)C23,287.737,477.135,1.161,349.74,43.7439259,345.6466639
C1CC2CC(C1)CC1(CC1)C2,269.132,489.84999999999997,0.96,344.159,42.93513075,339.918516
C1CC2CC1C1CC3(CC3)C21,275.108,488.04999999999995,1.07,343.269,42.56848963,340.9711321
C1CC2CC1C1CCC3CCC2C31,309.867,516.403,1.156,376.311,42.13994637,338.0839589
C1CC2CC1CC21CC2CCC1C2,299.064,530.25,1.03,370.935,42.0925331,337.8937097
C1CC2CC2CC2CC2CC2CC12,309.867,524.05,1.015,376.311,43.28681378,342.6536685
C1CC2CC34CC1CC3(C2)C4,261.294,454.75,1.232,336.436,42.30613799,339.9187975
C1CC2CC3C4CC2C(C1)C34,287.737,477.135,1.161,349.74,41.78520181,337.8195219
C1CC2CC3C4CCC2(C1)C43,275.108,466.224,1.195,343.269,41.99033251,338.6477136
C1CC2CC3CC(C1)C(C2)C3,282.262,483.45,0.955,350.455,42.35807593,337.6265099
C1CC2CCC(C1)C1CCC1CC2,305.167,526.65,0.925,376.679,43.66807192,342.0509016
C1CC2CCC(C1)C1CCCCC21,305.167,520.187,1.061,376.679,42.51338337,337.4982813
C1CC2CCC3CCCC3C(C1)C2,305.167,520.187,1.061,376.679,42.62193805,337.9288947
C1CC2CCCC3(CCCC3)C2C1,294.0,511.235,1.09,371.426,42.64233325,338.0097369
C1CC2CCCC3CCCC(C1)C23,305.167,333.15,0.9296,376.679,42.52765914,337.5549416
C1CCC2(C1)CC1(CCC1)C2,254.718,496.34999999999997,0.97,337.521,43.21521213,341.0254194
C1CCC2(CC1)CC1CCC2CC1,294.0,511.235,1.09,371.426,45.38921100589755,348.726577739267
C1CCC2(CC1)CC1CCCCC12,294.0,532.3499999999999,0.94,371.426,42.98821882,339.3778207
C1CCC2(CC1)CC21CCCCC1,281.918,538.15,0.94,365.937,43.01036538,339.4652293
C1CCC2(CC2)C2(CC1)CC2,254.718,496.34999999999997,0.97,337.521,43.38022067,341.6758674
C1CCC23C(C1)C1CC2C3C1,275.108,466.224,1.195,343.269,41.84565162,338.0637919
C1CCC23C4CCCC2(C1)C43,261.294,495.15,1.07,336.436,42.56501643,340.9572218
C1CCC23CC4C(C2)C4C3C1,275.108,466.224,1.195,343.269,41.86546049,338.1437987
C1CCC23CC4CC2C3(C1)C4,261.294,454.75,1.232,336.436,41.8358941,338.024375
C1CCC23CCC(C2)C(C1)C3,269.132,489.84999999999997,0.96,344.159,43.2710859,341.2458074
C1CCC23CCC(CCCC2C1)C3,294.0,511.235,1.09,371.426,42.52391799,337.540094
C1CCC23CCCC(CCC2C1)C3,294.0,532.3499999999999,0.94,371.426,42.5622418,337.6921603
C1CCC23CCCC2(CC1)CCC3,281.918,501.907,1.121,365.937,42.68531948,338.1800618
C1CCC23CCCCC2(C1)CCC3,281.918,538.15,0.94,365.937,42.41374146,337.1025389
C1CCC2C(C1)C1CC13CC23,275.108,466.224,1.195,343.269,44.08752399,347.0014946
C1CCC2C(C1)C1CC3C2C13,287.737,460.25,0.976,349.74,42.80733261,341.9263533
C1CCC2C(C1)CC1C3C2C13,287.737,477.135,1.161,349.74,42.76291754,341.7489232
C1CCC2C(C1)CC1CCCC2C1,305.167,526.65,0.925,376.679,42.43675048,337.1939638
C1CCC2C(C1)CC1CCCCC12,330.15,533.15,1.012,376.679,42.50562736,337.4674939
C1CCC2C(C1)CCC1CCCC12,305.167,401.15,0.9446,376.679,42.5060836,337.469305
C1CCC2C(C1)CCC21CCCC1,294.0,532.3499999999999,0.94,371.426,42.61123563,337.8864648
C1CCC2C(C1)CCCC1CCC12,305.167,520.187,1.061,376.679,42.93400331,339.1637463
C1CCC2C(C1)CCCC21CCC1,294.0,511.235,1.09,371.426,42.71609627,338.3019564
C1CCC2C(C1)CCCCC21CC1,294.0,511.235,1.09,371.426,42.8984434,339.0232618
C1CCC2C(CC1)C1CCCCC21,305.167,526.65,0.925,376.679,42.87007143,338.9111324
C1CCC2C3CC4C(C3C1)C24,287.737,481.04999999999995,1.072,349.74,42.0398671,338.8474004
C1CCC2C3CCC(CC3)C2CC1,305.167,526.65,0.925,376.679,42.52832141,337.55757
C1CCC2C3CCC(CC3)CC2C1,305.167,520.187,1.061,376.679,42.44765599,337.2372875
C1CCC2CC(C1)C1CCCCC21,305.167,520.187,1.061,376.679,42.54311228,337.6162642
C1CCC2CC2CCCC2CCCC2C1,324.988,553.032,1.056,399.477,43.14951562339112,339.46935660626684
C1CCC2CC3(CCC3)CCC2C1,294.0,511.235,1.09,371.426,42.97647443,339.3314585
C1CCC2CC3(CCCC3)C2CC1,294.0,532.3499999999999,0.94,371.426,42.90424201,339.046174
C1CCC2CC3(CCCC3)CC2C1,294.0,511.235,1.09,371.426,42.5619916,337.6911678
C1CCC2CC3CCC(C3)CC2C1,305.167,520.187,1.061,376.679,42.68894583,338.1944266
C1CCC2CC3CCCCC3CC2CC1,324.988,553.032,1.056,399.477,42.72570755,337.7981343
C1CCC2CC3CCCCC3CCC2C1,324.988,566.25,0.904,399.477,42.72800926,337.8072331
C1CCC2CC3CCCCCC3C2CC1,324.988,553.032,1.056,399.477,42.744718950928394,337.8732799360823
C1CCC2CCC3(CCC2C1)CC3,294.0,511.235,1.09,371.426,42.97846126,339.3393021
C1CCC2CCC3CCC2(CC1)C3,294.0,511.235,1.09,371.426,42.50737577,337.4744344
C1CCC2CCC3CCC3(CC1)C2,294.0,532.3499999999999,0.94,371.426,44.33019951,344.6343597
C1CCC2CCC3CCCC(C1)C23,305.167,526.65,0.925,376.679,42.55248719,337.6534612
C1CCC2CCC3CCCCC3C2CC1,324.988,553.032,1.056,399.477,42.55679217,337.1297333
C1CCC2CCCC2CC2CCCC2C1,324.988,553.032,1.056,399.477,42.89396165,338.4626063
C1CCCC2(CC1)CC1CCCC12,294.0,532.3499999999999,0.94,371.426,42.92310956,339.1207152
C1CCCC23CCC(CC2CC1)C3,294.0,511.235,1.09,371.426,42.89629467,339.0147711
C1CCCC23CCCC2(CC1)CC3,281.918,501.907,1.121,365.937,43.07313459,339.7128463
C1CCCC2C(CC1)CC21CCC1,294.0,511.235,1.09,371.426,43.44772182,341.1868118
C1CCCC2C3CCC(C3)C2CC1,305.167,526.65,0.925,376.679,42.70506126,338.2582562
C1CCCCC2(CCCC1)CCCCC2,310.745,574.45,0.87,395.112,43.67770384,339.8002708
C1CCCCC2CCC(CCCC1)CC2,320.753,569.55,0.843,399.536,43.6488794,339.6881292
C1CCCCC2CCCC(CCCC1)C2,320.753,569.55,0.843,399.536,43.53912536,339.2607917
C12C3C4C1C1C2C2C3C4C12,286.545,444.239,1.521,332.27,42.30806411410034,346.7565374367148
C1C2C1C1C3CC4C(C23)C41,281.024,443.15,1.302,333.557,41.75918397,341.4061076
C1C2C3C4C1C15CC41C3C25,259.866,481.34999999999997,1.52,316.409,43.03674891,349.7299364
C1C2C3CC4C1C1CC2C3CC41,597.65,501.84999999999997,1.17,362.905,41.46330653,338.2349691
C1C2CC3(CC12)C1CCC3CC1,287.572,487.705,1.194,357.674,43.65932957,344.6657528
C1C2CC3C(C12)C1C2C3C12,281.024,449.456,1.309,333.557,42.40086333,344.0191625
C1C2CC3C1C1C4CCC1C3C24,304.108,501.84999999999997,1.17,362.905,41.21811629,337.2334224
C1C2CC3C1C1CC4CC1C2C43,304.108,501.84999999999997,1.17,362.905,41.37409285,337.870895
C1C2CC3C1C1CC4CC1C3C24,304.108,501.84999999999997,1.17,362.905,41.37314307,337.8670169
C1C2CC3C4CC1C1C4CC3C21,304.108,501.84999999999997,1.17,362.905,40.85724958,335.7539291
C1C2CC3C4CCC(C4)C3CC12,299.217,497.634,1.16,363.546,42.97303505,341.9460688
C1C2CC3CC1C1CC(C2)C3C1,299.217,497.634,1.16,363.546,41.82403576,337.3436736
C1C2CC3CC1CC(C2)C31CC1,387.84999999999997,509.54999999999995,1.04,357.674,41.82247999,337.3373992
C1C2CC3CC1CC1(CCC31)C2,287.572,487.705,1.194,357.674,45.0184698533333,349.9894603528634
C1C2CC3CC4CC1C1C2C3C41,498.15,501.84999999999997,1.17,362.905,41.2749065,337.465662
C1CC23CC4C1C1CCC4C2C13,292.857,483.32,1.332,356.881,43.35978169,345.8836898
C1CC23CC4C5C(C1C52)C43,267.778,437.059,1.351,326.118,42.60632934680788,344.8516787820033
C1CC2C(C1)C1CC2C2CCC21,299.217,503.04999999999995,1.04,363.546,42.15032516,338.6570071
C1CC2C(C1)C1CC3CC2C1C3,299.217,497.634,1.16,363.546,42.08494114,338.3942411
C1CC2C(C1)C1CCC2C12CC2,287.572,487.705,1.194,357.674,42.26719809,339.1261902
C1CC2C1C1C2C2C3CCC3C12,304.108,493.442,1.294,362.905,45.48324411662679,354.2519557282454
C1CC2C1CC1C3CCC(C3)C21,299.217,570.25,1.165,363.546,42.20715412,338.8852265
C1CC2C1CCC1C3CCC3CCC21,319.8,533.712,1.149,388.199,42.73521162,340.009222
C1CC2C3C4CC4C1C1CC1C23,304.108,501.84999999999997,1.17,362.905,42.5429427,342.6102117
C1CC2C3CC3C3C4CC4C1C23,304.108,501.84999999999997,1.17,362.905,41.78821266,339.5575864
C1CC2C3CC4C1C1CC4C3C12,304.108,501.84999999999997,1.17,362.905,41.30511928,337.58915
C1CC2C3CC4C2C2C1CC3C42,304.108,493.442,1.294,362.905,41.33703511,337.7195498
C1CC2C3CC4C5CC3C1C5C24,304.108,501.84999999999997,1.17,362.905,41.30921315,337.6058794
C1CC2C3CCC4C1C1C4C3C21,304.108,493.442,1.294,362.905,42.372834090460096,341.9245595352429
C1CC2C3CCCC3C3CCC3C2C1,319.8,533.712,1.149,388.199,42.45173445,338.8796473
C1CC2CC(C1)C1C2CC2CC21,299.217,503.04999999999995,1.04,363.546,42.68691728,340.805816
C1CC2CC(C1)CC1(CCC1)C2,282.09,511.54999999999995,0.95,358.341,42.90252975,339.3817887
C1CC2CC(C1)CC1CCCCC1C2,315.41,537.215,1.059,388.443,43.21342091,339.9729289
C1CC2CC1C1C3CCC(C3)C21,387.15,308.15,1.04,363.546,41.962243,337.9005888
C1CC2CC1C1CC3(CC3)CC21,287.572,487.705,1.194,357.674,42.21890803,338.9324099
C1CC2CC1C1CC3CC(C3)C21,299.217,497.634,1.16,363.546,42.29915751,339.2543774
C1CC2CC23CC2CCC3(C1)C2,274.927,516.25,1.05,351.506,43.48576675,343.9799804
C1CC2CC3C4CC1C1C2C3C41,304.108,493.442,1.294,362.905,41.833638274181055,339.7420932437855
C1CC2CC3C4CCCC4CC3C2C1,319.8,533.712,1.149,388.199,42.14363108,337.6476588
C1CC2CC3CC(C1)CC(C2)C3,294.159,505.54999999999995,0.939,364.067,42.52917717,337.9018534
C1CC2CC3CC4CCCC4C3C2C1,319.8,533.712,1.149,388.199,41.97990678,336.9911549
C1CC2CC3CCC3C3CC1CC2C3,319.8,533.712,1.149,388.199,42.63190839,339.5980236
C1CC2CC3CCC4CC4C3CC2C1,319.8,533.712,1.149,388.199,42.35072012,338.4762234
C1CC2CCC1C1(CC1)C21CC1,274.927,516.25,1.05,351.506,42.65354763,340.6725809
C1CC2CCC34CC3C(C1)CC24,287.572,487.705,1.194,357.674,42.82769265,341.367318
C1CC2CCC34CC3CCCC4C2C1,309.725,525.297,1.179,383.239,42.28114073,338.1980623
C1CC2CCC3C4CC4CCC3C2C1,319.8,533.712,1.149,388.199,42.51466503,339.1307324
C1CC2CCC3CC4CC4CC3C2C1,319.8,533.712,1.149,388.199,42.42600517,338.7769371
C1CC2CCC3CC4CCC4C3C2C1,319.8,533.712,1.149,388.199,42.34932748,338.4706583
C1CC2CCC3CC4CCCC24C3C1,309.725,525.297,1.179,383.239,42.04382736,337.2476166
C1CC2CCC3CCC4CC4C3C2C1,319.8,533.712,1.149,388.199,42.4570568,338.9008901
C1CC2CCC3CCC4CCC1C2C43,319.8,544.25,0.994,388.199,42.18711991,337.8218265
C1CC2CCC3CCCC3C23CC3C1,309.725,525.297,1.179,383.239,42.39823241892461,338.66603456585307
C1CC2CCCC(C1)C1CCCCC21,315.41,537.215,1.059,388.443,42.81433325,338.3994164
C1CC2CCCC3CCCC(C1)C3C2,315.41,537.215,1.059,388.443,43.11736699,339.5948762
C1CCC2(C1)CC1(CCCC1)C2,268.944,406.65,0.862,352.333,42.82906301,339.0910838
C1CCC2(C1)CCC1(CC2)CC1,268.944,517.75,0.95,352.333,42.93522493,339.5110822
C1CCC2(CC1)CC1(CCC1)C2,268.944,481.816,1.122,352.333,43.114019746739984,340.2172594728452
C1CCC2(CC1)CC1CCCCC1C2,305.02,528.934,1.088,383.588,42.5744686,337.4501541
C1CCC2(CC1)CCC1CCCCC12,305.02,528.934,1.088,383.588,42.58815355,337.504384
C1CCC2(CC1)CCCC1CCCC12,305.02,528.934,1.088,383.588,42.77510395,338.244349
C1CCC23CC4C(CC2C1)C4C3,287.572,487.705,1.194,357.674,40.938603938515605,336.0880370145984
C1CCC23CC4CC(C2C1)C3C4,287.572,487.705,1.194,357.674,41.97933372,337.9693932
C1CCC23CC4CC4CC2(C1)C3,274.927,477.312,1.229,351.506,42.59007192,340.4189972
C1CCC23CCCC2CCCC(C1)C3,305.02,528.934,1.088,383.588,42.93548943,338.8778802
C1CCC23CCCCC2(C1)CCCC3,393.15,557.8499999999999,0.94,378.534,42.66702691,337.8167689
C1CCC23CCCCC2CCC(C1)C3,305.02,528.934,1.088,383.588,42.57269487,337.4431247
C1CCC2C(C1)C1C3CCC3C21,299.217,497.634,1.16,363.546,44.32929669552628,347.3001907866951
C1CCC2C(C1)C1CC1C21CC1,287.572,487.705,1.194,357.674,42.6698039,340.7374938
C1CCC2C(C1)C1CC2C2CC12,299.217,501.84999999999997,1.17,363.546,42.75904509,341.0936232
C1CCC2C(C1)C1CCC3C2C13,299.217,497.634,1.16,363.546,42.4001041,339.6589501
C1CCC2C(C1)CCC1CCC2CC1,315.41,537.215,1.059,388.443,42.88487285,338.67807
C1CCC2C(C1)CCC1CCCC2C1,315.41,537.215,1.059,388.443,42.82565779,338.4441674
C1CCC2C(C1)CCC1CCCCC12,315.41,537.215,1.059,388.443,42.44397990060851,336.9326230066467
C1CCC2C(C1)CCCC1CCCC12,315.41,537.215,1.059,388.443,42.76645637,338.2101569
C1CCC2C(C1)CCCC21CCCC1,305.02,528.934,1.088,383.588,42.68164239,337.8746231
C1CCC2C(CC1)C1CCCCCC21,315.41,546.8499999999999,0.914,388.443,42.91977426,338.8158568
C1CCC2CC(C1)CC1CCCCC21,315.41,537.215,1.059,388.443,43.08840073,339.4807871
C1CCC2CC3(CCCC3)CCC2C1,305.02,528.934,1.088,383.588,42.70019826,337.9480607
C1CCC2CC3(CCCCC3)C2CC1,305.02,528.934,1.088,383.588,42.82328099,338.4347755
C1CCC2CCC3CCCCC(C1)C23,315.41,546.8499999999999,0.914,388.443,42.92894304,338.8520448
C1CCC2CCCC3C(C1)CCCC23,315.41,542.65,1.092,388.443,43.27170818,340.2021333
C1CCC2CCCC3CCC(C1)CC23,315.41,537.215,1.059,388.443,43.94362171,342.8332506
C1CCC2CCCC3CCCC(C1)C23,315.41,537.215,1.059,388.443,42.76616985,338.2090239
C1CCCC2(CC1)CC1CCCCC12,305.02,552.3499999999999,0.93,383.588,43.09452416,339.5049086
C1CCCC2(CC2)C2(CC1)CC2,268.944,517.75,0.95,352.333,43.55532811,341.9540318
C1CCCC23CCCC2(CC1)CCC3,293.841,557.8499999999999,0.94,378.534,42.87063666,338.621851
C1CCCC2C(CC1)C1CCCCC21,315.41,546.8499999999999,0.914,388.443,43.05603711,339.3532714
C1CCCC2C(CC1)CC21CCCC1,305.02,528.934,1.088,383.588,43.25933031,340.1534724
C1CCCCC2C3CCC(CCC1)C23,315.41,546.8499999999999,0.914,388.443,43.23613821,340.062279
C1C2C3C4C1C1C2C2C3C4C12,298.114,467.837,1.499,347.897,41.29561532774039,341.16189147316584
C1C2C3CC4C(C12)C4C1CC31,293.017,480.34999999999997,1.226,348.887,43.83827822,348.6934128
C1C2C3CC4C5CC(C1C35)C24,480.34999999999997,424.15,1.226,348.887,40.87736654,336.7118908
C1CC12C1C3C4C5C1C5C2C43,286.378,490.95,1.4,341.05,41.69712771,342.8164179
C1CC12CC21C2(CC2)C12CC2,236.842,512.3499999999999,1.23,319.794,44.04006912,349.4950224
C1CC2(C1)CCC21CCC12CCC2,274.747,542.8499999999999,1.04,359.421,43.48308488,343.4296202
C1CC23CCC4CCC4C2(C1)CC3,287.406,497.796,1.222,365.313,42.61591881,339.9879337
C1CC2C(C1)C1CC2C2CCCC21,309.867,516.403,1.156,376.311,41.93903692,337.2770592
C1CC2C3C4C(C1)C1C2C1C34,293.017,472.534,1.304,348.887,41.5674886,339.5423046
C1CC2C3C4CC5C(C14)C2C53,293.017,472.534,1.304,348.887,41.64187570271899,339.84598279928963
C1CC2C3C4CC5C(C1C43)C25,293.017,480.34999999999997,1.226,348.887,41.57507986,339.5733076
C1CC2C3CCC4C1C1CC4C3C12,314.423,512.553,1.281,375.838,41.66393024,338.316115
C1CC2C3CCCC3C3CCCC3C2C1,329.105,563.65,0.977,399.334,42.08538644,337.0268145
C1CC2C3CCCC4C(C1)C2CC34,309.867,516.403,1.156,376.311,42.034572,337.660991
C1CC2CC(C1)C1CCC2C12CC2,299.064,530.25,1.03,370.935,42.49552795,339.5073576
C1CC2CC1C13CC21C1CCC3C1,292.697,493.607,1.355,364.574,42.31158106,340.9354762
C1CC2CC34CCCC3CCCC4C2C1,319.667,541.952,1.169,394.729,42.30563782373795,337.90756858853405
C1CC2CC34CCCCC3CCC4C2C1,319.667,541.952,1.169,394.729,42.19130507,337.450655
C1CC2CC3C4CCC(C4)C3C2C1,309.867,516.403,1.156,376.311,42.03165444,337.6492725
C1CC2CC3C4CCC(C4)C3CC12,309.867,516.403,1.156,376.311,42.4527947,339.3366114
C1CC2CC3C4CCC3C(C4)C2C1,309.867,516.403,1.156,376.311,41.94076364,337.2840023
C1CC2CC3CC4(CC4)CC3C2C1,299.064,507.294,1.188,370.935,42.40599174,339.1495054
C1CC2CC3CCCC34CCCC4C2C1,319.667,541.952,1.169,394.729,42.953095339280694,340.48346721504214
C1CC2CCC1C1C3CCC(C3)C21,323.65,524.05,1.015,376.311,41.98882889,337.4772153
C1CC2CCC3(CCCC3)C(C1)C2,294.0,511.235,1.09,371.426,42.71758271,338.3078425
C1CC2CCC3CC34CCC(C1)C24,299.064,507.294,1.188,370.935,42.25616928716857,338.54985940414616
C1CC2CCC3CC4CC(C1)C2C34,309.867,516.403,1.156,376.311,42.36065352,338.9681567
C1CC2CCC3CC4CC3C2(C1)C4,299.064,507.294,1.188,370.935,41.92254082,337.2107212
C1CC2CCC3CC4CC4C(C1)C23,309.867,516.403,1.156,376.311,42.38384512,339.0609331
C1CC2CCC3CC4CCCC4C3C2C1,329.105,549.771,1.14,399.334,42.1830759,337.4177445
C1CC2CCC3CCC2(C1)C1CC31,299.064,507.294,1.188,370.935,42.3150414,338.7856144
C1CC2CCC3CCCCC3CC(C1)C2,324.988,566.25,0.904,399.477,43.80151142,342.0244578
C1CC2CCCC3C4CC4C(C1)C23,309.867,516.403,1.156,376.311,42.44703402,339.3135872
C1CC2CCCC3C4CC4CCC3C2C1,329.105,549.771,1.14,399.334,42.51288537,338.7342309
C1CCC2(C1)CCC1(CCCC1)C2,281.918,538.15,0.94,365.937,42.57657348,337.7490098
C1CCC2(CC1)CCC1(CC2)CC1,281.918,538.15,0.94,365.937,43.04952807,339.6197426
C1CCC2(CC1)CCC1CCCCC1C2,315.273,545.329,1.083,394.964,42.73043559,337.8168242
C1CCC2(CC1)CCCC1(CC1)C2,281.918,501.907,1.121,365.937,42.78307167,338.5670677
C1CCC2(CC1)CCCC1CCCCC12,315.273,545.329,1.083,394.964,42.74422045,337.8713097
C1CCC23CC24CCCCC4CCC3C1,309.582,533.849,1.2,389.947,42.42338398,338.3774784
C1CCC23CC4CC4CC2(CC1)C3,287.406,497.796,1.222,365.313,43.32638832,342.8102666
C1CCC23CCC2(C1)CC1CC1C3,287.406,497.796,1.222,365.313,42.66017336,340.1644184
C1CCC23CCC2C2CCC3(C1)C2,287.406,497.796,1.222,365.313,42.24279913,338.4962954
C1CCC2C(C1)C1CC2C2CCC21,309.867,522.75,1.269,376.311,42.42601571,339.2295686
C1CCC2C(C1)C1CCC13CCC23,299.064,507.294,1.188,370.935,42.62153362,340.0103304
C1CCC2C(C1)C1CCC1C21CC1,299.064,507.294,1.188,370.935,42.61281072,339.9755354
C1CCC2C(C1)C1CCC2C12CC2,299.064,507.294,1.188,370.935,42.41082952,339.1688504
C1CCC2C(C1)C1CCC2C2CC12,309.867,516.403,1.156,376.311,42.44355081,339.2996649
C1CCC2C(C1)CCCC1CCCCC12,324.988,566.25,0.904,399.477,42.6481105,337.4912458
C1CCC2CC(C1)C1CC2C2CC12,309.867,524.05,1.015,376.311,43.79484064,344.6585457
C1CCC2CC(C1)CCC1CCCCC12,324.988,553.032,1.056,399.477,43.56505787,341.1000338
C1CCC2CC(CC1)C1CCCCC1C2,324.988,553.032,1.056,399.477,43.00488907,338.8999702
C1CCC2CC3(CCCC3)CCCC2C1,315.273,545.329,1.083,394.964,42.69519773,337.6775043
C1CCC2CC3(CCCCCC3)C2CC1,315.273,545.329,1.083,394.964,43.18438215,339.6064813
C1CCC2CC3CC4CC4CC3CC2C1,329.105,549.771,1.14,399.334,42.50236773,338.6923271
C1CCC2CCC3CCC(CCC2C1)C3,324.988,553.032,1.056,399.477,43.03284028,339.0100871
C1CCC2CCC3CCC2CCC(C1)C3,324.988,553.032,1.056,399.477,43.49104692,340.81017
C1CCC2CCCC3CCC(CC1)C3C2,324.988,553.032,1.056,399.477,43.21161107,339.7135299
C1CCC2CCCC3CCCCC(C1)C23,324.988,553.032,1.056,399.477,43.00600813,338.9043796
C1CCC2CCCCC3CCC(C1)CC23,324.988,553.032,1.056,399.477,43.21267927,339.7177288
C1CCCC2C(CC1)C1C3CC3C21,309.867,516.403,1.156,376.311,42.563036635103515,339.77692242285366
C1CCCC2C(CC1)CC21CCCCC1,315.273,545.329,1.083,394.964,42.99074559,338.8442368
C1CCCC2CCC3CCC3(CCC1)C2,315.273,571.55,0.93,394.964,43.53603591,340.9863987
C1CCCCC2C(CCC1)CCC1CC12,324.988,553.032,1.056,399.477,43.51079589,340.8875409
C12C3C4C5C4C4C(C4C13)C25,286.545,461.45,1.577,332.27,41.38585942,342.9565248
C1C2C3C4CC5C3C1C1C2C4C51,436.15,502.75,1.341,362.145,40.51691408,336.7854104
C1C2C3CC(C12)C1C2CC2CC31,304.108,501.84999999999997,1.17,362.905,42.33186261,341.7592113
C1C2CC3C1C1C2C2C4C3C1C24,308.842,506.54999999999995,1.577,362.145,41.23874954,339.772193
C1C2CC3C4CC5CC(C1C53)C24,304.108,501.84999999999997,1.17,362.905,41.17745594,337.0670464
C1CC2(C1)C1C2C2C1C21CCC1,280.677,516.3499999999999,1.17,350.548,43.34065183,345.8073814
C1CC2(C1)CC1C3CCC(C3)C12,287.572,350.15,1.04,357.674,42.62730347,340.5677591
C1CC23CCC2C2C4CCC4C1CC23,314.284,521.599,1.299,382.793,43.943516653348304,346.808592639056
C1CC23CCC4CCC2(CCC1C3)C4,352.15,556.05,1.02,378.072,42.17467718,337.772004
C1CC2C(C1)C1C3CCC(C3)C21,299.217,497.634,1.16,363.546,42.0932698,338.4277237
C1CC2C(C1)C1CCC2C12CCCC2,309.725,525.297,1.179,383.239,42.228193,337.986237
C1CC2C3C1C1C4CCC(C43)C21,463.65,501.84999999999997,1.17,362.905,41.34846521,337.766238
C1CC2C3C4CC4C4C(C1)C2C34,304.108,493.442,1.294,362.905,42.27494140088307,341.52936211526264
C1CC2C3C4CCC5C(C14)C2C53,304.108,493.442,1.294,362.905,41.70050552639507,339.20105923801015
C1CC2C3CC45CC4CCC5C2CC13,314.284,521.599,1.299,382.793,41.80068794,338.2471603
C1CC2C3CC4C2C2C(C1)C3C42,304.108,493.442,1.294,362.905,41.982262237146074,340.3450655171526
